Loading data...
Found 1731 confirmed mismatches to relabel
Caching reference images...
  Cached 346 reference images
To process: 1731
  [1/1731] ✓ ann    29: C:100 O:100 G:100 agree EVERGOOD CLASSIC HELE BØN -> 100(EVERGOOD CLASSIC FIL) (0.1/s, ETA:194m)
  [623/1731] ✓ ann  5308: C:100 O:100 G:None agree EVERGOOD KOFFEINFRI FILTE -> 100(EVERGOOD CLASSIC FIL) (0.3/s, ETA:69m)
  [624/1731] ? ann 12109: C:320 O:None G:16 split HAVREFRAS 375G -> 320(EARL GREY TEA 50POS ) (0.3/s, ETA:69m)
  [625/1731] ? ann 20861: C:244 O:52 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:69m)
  [626/1731] ✓ ann 18274: C:317 O:214 G:214 agree RIS PUFFET 260G FIRST PRI -> 214(HAVREGRØT ROSIN&VANI) (0.3/s, ETA:69m)
  [627/1731] ? ann 20989: C:338 O:296 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:69m)
  [628/1731] ✓ ann 21826: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:69m)
  [629/1731] ? ann 24194: C:264 O:331 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 264(MELLOMBAR JORDBÆR HV) (0.3/s, ETA:69m)
  [630/1731] ? ann 24238: C:147 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:69m)
  [631/1731] ? ann 24292: C:101 O:241 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 101(SANDWICH CHEESE HERB) (0.3/s, ETA:69m)
  [632/1731] ✓ ann   108: C:56 O:200 G:200 agree EVERGOOD CLASSIC FILTERMA -> 200(EVERGOOD CLASSIC KAF) (0.3/s, ETA:69m)
  [633/1731] ✓ ann  1697: C:125 O:125 G:125 agree SJOKOLADEDRIKK REFILL 512 -> 125(SJOKOLADEDRIKK 512G ) (0.3/s, ETA:69m)
  [634/1731] ✓ ann  2500: C:304 O:304 G:None agree NESCAFE BRASERO REFILL 18 -> 304(EVERGOOD CLASSIC KOK) (0.3/s, ETA:69m)
  [635/1731] ✓ ann  6269: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:69m)
  [636/1731] ? ann  2111: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:69m)
  [637/1731] ? ann 19506: C:338 O:52 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:68m)
  [638/1731] ✓ ann 24293: C:101 O:241 G:241 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 241(SANDWICH CHEESE GRES) (0.3/s, ETA:68m)
  [639/1731] ? ann  1158: C:259 O:None G:325 split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:68m)
  [640/1731] ✓ ann 24583: C:227 O:None G:227 agree SANDWICH CHEESE HERBS 30G -> 227(STORFE ENTRECOTE 180) (0.3/s, ETA:68m)
  [641/1731] ? ann 32086: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:68m)
  [642/1731] ? ann 24226: C:136 O:None G:None split SANDWICH PIZZA 37G WASA -> 136(SJOKOLADEDRIKK 450G ) (0.3/s, ETA:68m)
  [643/1731] ✓ ann  2260: C:256 O:256 G:256 agree EVERGOOD CLASSIC KAFFEKAP -> 256(KAFFEFILTER PRESSKAN) (0.3/s, ETA:68m)
  [644/1731] ? ann  3902: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:68m)
  [645/1731] ? ann 32085: C:246 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:68m)
  [646/1731] ? ann 24289: C:323 O:None G:None split HAVRE KNEKKEBRØD 300G WAS -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:68m)
  [647/1731] ? ann 24551: C:197 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:68m)
  [648/1731] ✓ ann  3392: C:16 O:16 G:None agree NESCAFÉ CAPPUCCINO 100G N -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:68m)
  [649/1731] ✓ ann  8625: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:68m)
  [650/1731] ? ann 21389: C:244 O:None G:None split FIBER BALANCE 230G WASA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:68m)
  [651/1731] ✓ ann  9427: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:68m)
  [652/1731] ✓ ann  2093: C:325 O:325 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:68m)
  [653/1731] ✓ ann 12479: C:224 O:186 G:186 agree SUPERGRØT KANEL&PUFFET QU -> 186(SUPERGRØT SKOGSBÆR 5) (0.3/s, ETA:68m)
  [654/1731] ? ann   659: C:16 O:None G:None split NESCAFE VANILLA LATTE 136 -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:67m)
  [655/1731] ? ann 25127: C:39 O:86 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:67m)
  [656/1731] ? ann  2112: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:67m)
  [657/1731] ? ann  6976: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:67m)
  [658/1731] ✓ ann  2915: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:67m)
  [659/1731] ? ann 17204: C:2 O:None G:None split GRANOLA MED JORDBÆR 390G  -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:67m)
  [660/1731] ? ann   412: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:67m)
  [661/1731] ✓ ann  5233: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:67m)
  [662/1731] ? ann  1737: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:67m)
  [663/1731] ? ann 24316: C:52 O:None G:None split FLATBRØD MORS HJEMMEBAKTE -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:67m)
  [664/1731] ✓ ann 31210: C:39 O:None G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:67m)
  [665/1731] ? ann 11075: C:2 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:67m)
  [666/1731] ? ann  2168: C:9 O:None G:None split GRANDE INTENSO 16KAPSLER  -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:67m)
  [667/1731] ? ann 19606: C:109 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:67m)
  [668/1731] ✓ ann 32072: C:204 O:204 G:204 agree MELLOMBAR JORDBÆR HVIT SJ -> 204(MELLOMBAR SALT KARAM) (0.3/s, ETA:67m)
  [669/1731] ✗ ann 24315: C:None O:None G:None none  FRUKOST FULLKORN 320G WAS -> ??? (0.3/s, ETA:67m)
  [670/1731] ? ann 11571: C:161 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 161(HAVRERINGER 250G SYN) (0.3/s, ETA:67m)
  [671/1731] ? ann  2353: C:87 O:46 G:None split FIRE RØDE FRUKTER 25POS T -> 87(SPICY INDIAN CHAI TE) (0.3/s, ETA:66m)
  [672/1731] ✓ ann 20233: C:197 O:316 G:316 agree KORNMO KNEKKEBRØD HAVRE&S -> 316(FIBERRIK SOLSIKKE 12) (0.3/s, ETA:66m)
  [673/1731] ✓ ann 24440: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:66m)
  [674/1731] ? ann  1734: C:259 O:178 G:None split FLAT WHITE 16KAPSLER DOLC -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:66m)
  [675/1731] ? ann 18893: C:86 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:66m)
  [676/1731] ? ann 10345: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:66m)
  [677/1731] ✓ ann 25191: C:329 O:329 G:329 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 329(SKORPOR FULLKORN 240) (0.3/s, ETA:66m)
  [678/1731] ✓ ann    77: C:19 O:19 G:100 agree COTW LUNGO ØKOLOGISK KAFF -> 19(MOLLBERGS ZOEGAS 16K) (0.3/s, ETA:66m)
  [679/1731] ? ann  7813: C:275 O:80 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:66m)
  [680/1731] ? ann 17205: C:170 O:None G:None split GRANOLA MED JORDBÆR 390G  -> 170(MÜSLI ENERGI 650G AX) (0.3/s, ETA:66m)
  [681/1731] ? ann   120: C:2 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:66m)
  [682/1731] ? ann   660: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:66m)
  [683/1731] ✓ ann  2595: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:66m)
  [684/1731] ✓ ann 29250: C:217 O:217 G:262 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 217(MELLOMBAR POPCORN&SJ) (0.3/s, ETA:66m)
  [685/1731] ? ann 24202: C:172 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 172(FRIELE INSTANT GULL ) (0.3/s, ETA:66m)
  [686/1731] ? ann   526: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:66m)
  [687/1731] ? ann  2107: C:16 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:66m)
  [688/1731] ✓ ann 25843: C:39 O:39 G:None agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:66m)
  [689/1731] ? ann 27809: C:120 O:None G:None split SANDWICH BRUNOST 36G WASA -> 120(TOM&JERRY KJEKS 175G) (0.3/s, ETA:65m)
  [690/1731] ✓ ann  3900: C:16 O:16 G:None agree NESCAFÉ CAPPUCCINO 100G N -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:65m)
  [691/1731] ? ann 24206: C:246 O:None G:None split KNEKKEBRØD URTER&HAVSALT  -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:65m)
  [692/1731] ✓ ann  1232: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:65m)
  [693/1731] ? ann  5807: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:65m)
  [694/1731] ? ann 24203: C:172 O:None G:None split DELICATE CRACKERS SEA SAL -> 172(FRIELE INSTANT GULL ) (0.3/s, ETA:65m)
  [695/1731] ✓ ann 21124: C:7 O:7 G:345 agree FRØKRISP KNEKKEBRØD ØKOLO -> 7(PUFFET HAVRE 340G FI) (0.3/s, ETA:65m)
  [696/1731] ? ann   800: C:56 O:None G:None split COFFEE MATE 180G  NESTLE -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:65m)
  [697/1731] ? ann  3394: C:9 O:None G:None split NESCAFE LATTE 144G -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:65m)
  [698/1731] ✓ ann  6209: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:65m)
  [699/1731] ? ann 24827: C:86 O:None G:None split FRUKOST FULLKORN 320G WAS -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:65m)
  [700/1731] ? ann 12446: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:65m)
  [701/1731] ? ann 24276: C:169 O:None G:None split SKORPOR FULLKORN 240G PÅG -> 169(SJOKOLADEDRIKK REFIL) (0.3/s, ETA:65m)
  [702/1731] ? ann 11403: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:65m)
  [703/1731] ? ann 28094: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:64m)
  [704/1731] ? ann  1224: C:56 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:64m)
  [705/1731] ✓ ann 21378: C:226 O:226 G:None agree LEKSANDS KNEKKE GODT STEK -> 226(LEKSANDS TREKANT HAV) (0.3/s, ETA:64m)
  [706/1731] ? ann 31578: C:52 O:None G:None split FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:64m)
  [707/1731] ? ann   406: C:259 O:None G:None split NESCAFE LATTE 144G -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:64m)
  [708/1731] ✓ ann  9297: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:64m)
  [709/1731] ✓ ann 13504: C:2 O:2 G:181 agree CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:64m)
  [710/1731] ✓ ann 18901: C:86 O:86 G:86 agree FRUKOST KNEKKEBRØD 240G W -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:64m)
  [711/1731] ✓ ann  4762: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:64m)
  [712/1731] ✓ ann 19709: C:52 O:52 G:None agree FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:64m)
  [713/1731] ✓ ann 11074: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:64m)
  [714/1731] ? ann 24861: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:64m)
  [715/1731] ? ann 28092: C:318 O:None G:None split KNEKKEBRØD HAVRE GL.FRI 1 -> 318(PANNEKAKER 6STK ELDO) (0.3/s, ETA:64m)
  [716/1731] ✓ ann  1388: C:146 O:325 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:64m)
  [717/1731] ✓ ann 10509: C:289 O:None G:289 agree ALL-BRAN REGULAR 375G KEL -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:64m)
  [718/1731] ? ann 19020: C:21 O:105 G:94 split DAVE&JON'S DADLER SOUR CO -> 21(KNEKKEBRØD RUNDA SES) (0.3/s, ETA:63m)
  [719/1731] ? ann   658: C:56 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:63m)
  [720/1731] ✓ ann 21657: C:52 O:52 G:None agree FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:63m)
  [721/1731] ? ann  2176: C:189 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:63m)
  [722/1731] ? ann 26149: C:275 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:63m)
  [723/1731] ✓ ann 27562: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:63m)
  [724/1731] ? ann 27579: C:345 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:63m)
  [725/1731] ✓ ann 24767: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:63m)
  [726/1731] ? ann 24412: C:147 O:None G:296 split KNEKKEBRØD 100 FRØ&HAVSAL -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:63m)
  [727/1731] ✓ ann  7067: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:63m)
  [728/1731] ? ann 11458: C:170 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 170(MÜSLI ENERGI 650G AX) (0.3/s, ETA:63m)
  [729/1731] ? ann 24212: C:47 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:63m)
  [730/1731] ✓ ann  5789: C:287 O:287 G:287 agree EPLE&KANEL&ROSIN TE 25POS -> 287(ENGLISH BREAKFAST TE) (0.3/s, ETA:63m)
  [731/1731] ? ann 20755: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:63m)
  [732/1731] ? ann 11208: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:63m)
  [733/1731] ? ann 20315: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:63m)
  [734/1731] ? ann 31585: C:None O:188 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 188(MAISKAKER POPCORN 12) (0.3/s, ETA:62m)
  [735/1731] ✓ ann 20687: C:244 O:244 G:None agree KNEKKEBRØD SPORT+ 210G WA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:62m)
  [736/1731] ✓ ann  7915: C:237 O:72 G:72 agree EGG FRITTGÅENDE M/L 6PK P -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:62m)
  [737/1731] ✓ ann 22458: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:62m)
  [738/1731] ? ann 19031: C:9 O:None G:None split KNEKKEBRØD SPORT+ 210G WA -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:62m)
  [739/1731] ? ann  2294: C:259 O:None G:None split NESCAFE LATTE 144G -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:62m)
  [740/1731] ✓ ann 11398: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:62m)
  [741/1731] ✓ ann 27405: C:86 O:86 G:86 agree HAVREKNEKKEBRØD TYNT 265G -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:62m)
  [742/1731] ? ann  1525: C:56 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:62m)
  [743/1731] ✓ ann  1389: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:62m)
  [744/1731] ? ann 33886: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:62m)
  [745/1731] ✓ ann 29124: C:39 O:39 G:None agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:62m)
  [746/1731] ✓ ann 21095: C:244 O:338 G:244 agree FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:62m)
  [747/1731] ? ann 30298: C:116 O:None G:52 split FRUKOST FULLKORN 320G WAS -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:62m)
  [748/1731] ? ann 21757: C:338 O:246 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:62m)
  [749/1731] ? ann 24231: C:1 O:None G:None split RUGSPRØ 200G WASA -> 1(COFFEE MATE 180G  NE) (0.3/s, ETA:62m)
  [750/1731] ? ann  8068: C:80 O:95 G:None split EGG ØKOLOGISK M/L 12STK V -> 80(FROKOSTEGG FRITTGÅEN) (0.3/s, ETA:61m)
  [751/1731] ? ann 33361: C:7 O:None G:252 split KNEKKEBRØD RUNDA SESAM&HA -> 7(PUFFET HAVRE 340G FI) (0.3/s, ETA:61m)
  [752/1731] ✓ ann  8296: C:220 O:220 G:220 agree MEIERISMØR 500G TINE -> 220(MEIERISMØR 250G BORD) (0.3/s, ETA:61m)
  [753/1731] ? ann  8067: C:275 O:None G:None split EGG ØKOLOGISK M/L 12STK V -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:61m)
  [754/1731] ? ann 29176: C:244 O:86 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:61m)
  [755/1731] ? ann  3712: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:61m)
  [756/1731] ? ann 24274: C:130 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:61m)
  [757/1731] ✓ ann  5777: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:61m)
  [758/1731] ✓ ann  7608: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:61m)
  [759/1731] ? ann 22298: C:338 O:None G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:61m)
  [760/1731] ? ann 32563: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:61m)
  [761/1731] ? ann  3391: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:61m)
  [762/1731] ? ann  1226: C:56 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:61m)
  [763/1731] ? ann 12473: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:61m)
  [764/1731] ✓ ann 21659: C:52 O:52 G:None agree FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:61m)
  [765/1731] ? ann 25227: C:197 O:86 G:None split KNEKKEBRØD SPORT+ 210G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:61m)
  [766/1731] ✓ ann  6208: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:60m)
  [767/1731] ✓ ann 25752: C:338 O:338 G:None agree FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:60m)
  [768/1731] ? ann  3227: C:16 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:60m)
  [769/1731] ✓ ann 33264: C:338 O:246 G:338 agree KNEKKEBRØD GL.FRI 150G BR -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:60m)
  [770/1731] ? ann  3892: C:340 O:None G:49 split NESCAFE GOLD ORGANIC&FAIR -> 340(EVERGOOD DARK ROAST ) (0.3/s, ETA:60m)
  [771/1731] ✓ ann 19607: C:307 O:307 G:94 agree KNEKKEBRØD RUNDA SESAM&HA -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:60m)
  [772/1731] ✓ ann 18625: C:338 O:246 G:338 agree  -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:60m)
  [773/1731] ? ann     2: C:16 O:None G:None split NESCAFE VANILLA LATTE 136 -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:60m)
  [774/1731] ? ann 24260: C:90 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 90(GRANOLA PEKAN GL.FRI) (0.3/s, ETA:60m)
  [775/1731] ✓ ann  9423: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:60m)
  [776/1731] ✓ ann  2596: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:60m)
  [777/1731] ✓ ann 31480: C:264 O:264 G:264 agree MELLOMBAR SALT KARAMELL 1 -> 264(MELLOMBAR JORDBÆR HV) (0.3/s, ETA:60m)
  [778/1731] ✓ ann 15039: C:308 O:108 G:108 agree SVARTHAVRERIS ØKOLOGISK D -> 108(MUSLI M/BELGISK SJOK) (0.3/s, ETA:60m)
  [779/1731] ? ann 26212: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:60m)
  [780/1731] ✓ ann 25117: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:60m)
  [781/1731] ✓ ann 21854: C:86 O:86 G:None agree FRUKOST FULLKORN 320G WAS -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:59m)
  [782/1731] ✓ ann  2259: C:256 O:256 G:256 agree EVERGOOD CLASSIC KAFFEKAP -> 256(KAFFEFILTER PRESSKAN) (0.3/s, ETA:59m)
  [783/1731] ? ann 19531: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:59m)
  [784/1731] ✓ ann 34141: C:271 O:271 G:None agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:59m)
